iter	Logloss
484	0.2500580357
485	0.249951211
486	0.2498576168
487	0.2497518139
488	0.2496173613
489	0.249588215
490	0.2495036022
491	0.2494071661
492	0.2492390447
493	0.2490836895
494	0.2489814866
495	0.2487671908
496	0.2486794189
497	0.2484841584
498	0.2483026478
499	0.2481717275
500	0.2480519751
501	0.2479651189
502	0.2477707243
503	0.2476424223
504	0.2475487577
505	0.2474389109
506	0.2473505774
507	0.2471774965
508	0.2470894552
509	0.2470286918
510	0.2469329551
511	0.2467235466
512	0.2465167737
513	0.2464444857
514	0.2463636965
515	0.2462341408
516	0.2461335147
517	0.2460309959
518	0.2459822395
519	0.245877946
520	0.2458007452
521	0.2455535547
522	0.2454482599
523	0.2453876471
524	0.2453040713
525	0.2452626461
526	0.2451445707
527	0.2450323725
528	0.24490762
529	0.2447226908
530	0.244642605
531	0.2444918956
532	0.2444174323
533	0.2442849808
534	0.2441921884
535	0.2441249739
536	0.2440240813
537	0.2439017198
538	0.2438116576
539	0.2436439857
540	0.2434465195
541	0.2433023757
542	0.2432484394
543	0.2430828176
544	0.2429654529
545	0.2428908431
546	0.2427751315
547	0.2426956441
548	0.2426292418
549	0.2425210791
550	0.2423457845
551	0.2422720927
552	0.2421804198
553	0.2420845171
554	0.2420534519
555	0.2419722283
556	0.241796887
557	0.2416747595
558	0.2416264502
559	0.2414953695
560	0.2413677532
561	0.2412612291
562	0.2411440422
563	0.2410416436
564	0.2409610693
565	0.2408379303
566	0.2406982954
567	0.2406262353
568	0.2404447313
569	0.2403205613
570	0.2402682045
571	0.2400906313
572	0.2400469734
573	0.2399500355
574	0.2398411463
575	0.2397849823
576	0.2396999312
577	0.239565845
578	0.2395131197
579	0.2393948148
580	0.2392888506
581	0.2391521531
582	0.2390361243
583	0.2389344636
584	0.2388318478
585	0.2387383838
586	0.2386577892
587	0.2385863164
588	0.2384816192
589	0.2384440076
590	0.2383497742
591	0.2382553431
592	0.2381848833
593	0.2380557877
594	0.2379834946
595	0.2378361445
596	0.2377508431
597	0.2376659674
598	0.2375938779
599	0.2375214317
600	0.237450983
601	0.2373933231
602	0.2373096589
603	0.2371991346
604	0.2370936501
605	0.2369992426
606	0.2368909296
607	0.2368065541
608	0.2367850412
609	0.2367259798
610	0.2366637272
611	0.2365868365
612	0.2364906638
613	0.2363969376
614	0.2363070022
615	0.23618445
616	0.2360783827
617	0.235946432
618	0.2358843735
619	0.2357424012
620	0.2356560939
621	0.2356341744
622	0.2355414835
623	0.2355151731
624	0.235400955
625	0.2352661572
626	0.2351890176
627	0.2351543763
628	0.2350930508
629	0.235023916
630	0.2349080937
631	0.2347918521
632	0.234692312
633	0.2346293256
634	0.2345143798
635	0.2344017291
636	0.2343629307
637	0.2342555076
638	0.234193827
639	0.234091456
640	0.23398815
641	0.2338681473
642	0.2337149802
643	0.2336271271
644	0.2335258416
645	0.2334837023
646	0.2334040605
647	0.2333546302
648	0.2332521743
649	0.2331434748
650	0.2330254335
651	0.2328549298
652	0.2327843979
653	0.232722349
654	0.2326742133
655	0.2325774059
656	0.2324895132
657	0.2323865747
658	0.2323102788
659	0.2322279623
660	0.2321832813
661	0.2320616494
662	0.2320196407
663	0.2318676978
664	0.2317992615
665	0.2317787562
666	0.2317147358
667	0.2315908714
668	0.2315157194
669	0.2314757255
670	0.2314408638
671	0.231316407
672	0.2312699895
673	0.2310945475
674	0.2309898319
675	0.2309125822
676	0.2307530865
677	0.2306973795
678	0.2306328182
679	0.230576762
680	0.2304723404
681	0.2303612266
682	0.2302655042
683	0.2301298145
684	0.2300763329
685	0.2299859348
686	0.229911335
687	0.2298072121
688	0.2297000471
689	0.2296402137
690	0.2295764426
691	0.2295267663
692	0.2294171474
693	0.2293637327
694	0.2292638462
695	0.2291960037
696	0.2290977645
697	0.2290370612
698	0.2289820076
699	0.2288078054
700	0.2287464189
701	0.2286809774
702	0.2285892763
703	0.2284819591
704	0.2283840791
705	0.2283179089
706	0.2282505533
707	0.228120431
708	0.2280679445
709	0.2280147555
710	0.2279187105
711	0.2278329615
712	0.2277072067
713	0.2276169641
714	0.2275350348
715	0.2274153356
716	0.2273147404
717	0.2271980258
718	0.2271505621
719	0.2270552247
720	0.2269365168
721	0.2268082741
722	0.2267211678
723	0.2266727068
724	0.2266079179
725	0.2265241119
726	0.226428063
727	0.2263369379
728	0.2262254327
729	0.2261761166
730	0.226101095
731	0.2259928135
732	0.2259336909
733	0.2258527522
734	0.2257716979
735	0.2257079133
736	0.2256133047
737	0.2255485298
738	0.2253942502
739	0.2252423961
740	0.2251806291
741	0.2250977943
742	0.2250196242
743	0.2249547736
744	0.2248933141
745	0.2247891574
746	0.2247296336
747	0.2246654089
748	0.2245972194
749	0.2245170939
750	0.2244603961
751	0.2243438472
752	0.2242790355
753	0.2241685814
754	0.2241106105
755	0.2240459049
756	0.223987831
757	0.2238675901
758	0.2238304145
759	0.2237977827
760	0.2236721981
761	0.2235631259
762	0.2234955546
763	0.2234506889
764	0.2234189645
765	0.2233892743
766	0.2233464322
767	0.2232612995
768	0.2231565298
769	0.2230585268
770	0.2229839125
771	0.2228721023
772	0.2227723376
773	0.2227053515
774	0.2226509768
775	0.2225915097
776	0.2224757941
777	0.2223877141
778	0.2223385136
779	0.2222600779
780	0.2222258006
781	0.2221397496
782	0.2220549634
783	0.2219658748
784	0.2218378986
785	0.2217798893
786	0.2216859906
787	0.2215447003
788	0.2214607451
789	0.2213734459
790	0.2212964731
791	0.2212194994
792	0.2211574567
793	0.2210675715
794	0.2210027794
795	0.2209261054
796	0.2208526609
797	0.2208095994
798	0.2207261634
799	0.2206764553
800	0.2205792649
801	0.2204880365
802	0.2204145083
803	0.2203165103
804	0.2202764077
805	0.220206978
806	0.2201656029
807	0.220109189
808	0.2200489348
809	0.2200105492
810	0.2198979825
811	0.2198778424
812	0.2197886167
813	0.2197088216
814	0.2196475008
815	0.2196110157
816	0.219540774
817	0.2194739819
818	0.2194466028
819	0.2193837006
820	0.2193359463
821	0.2192837169
822	0.2192002188
823	0.219141837
824	0.2190743261
825	0.2189797429
826	0.2189459356
827	0.2188751167
828	0.218816155
829	0.218752129
830	0.218605352
831	0.2185408132
832	0.2185287614
833	0.2184568473
834	0.2183781665
835	0.2183120289
836	0.2182259951
837	0.2181567593
838	0.2180721352
839	0.2180188536
840	0.2179342551
841	0.2178352475
842	0.2177742521
843	0.2177139155
844	0.2176682442
845	0.2176148544
846	0.2175432825
847	0.2174893906
848	0.2174232339
849	0.2173521676
850	0.2172930144
851	0.2171864357
852	0.217095732
853	0.2170416116
854	0.2169500227
855	0.216903297
856	0.2168427413
857	0.2167461189
858	0.2166908799
859	0.2165811635
860	0.2165124954
861	0.2164650468
862	0.2163821814
863	0.2163355363
864	0.2162845738
865	0.2162466164
866	0.2161513772
867	0.2160930626
868	0.215993385
869	0.2159238831
870	0.2158551642
871	0.2157846996
872	0.215736855
873	0.2157043802
874	0.215637975
875	0.2155503278
876	0.2154613873
877	0.2154168412
878	0.2153204386
879	0.2152743407
880	0.2152062457
881	0.2150916432
882	0.2150302598
883	0.2149790072
884	0.2148931155
885	0.2148528761
886	0.2147781101
887	0.2147119581
888	0.2146301748
889	0.2146143892
890	0.2144930868
891	0.2144051373
892	0.2143306342
893	0.2142878413
894	0.2142327374
895	0.2141566672
896	0.2140933413
897	0.2140221978
898	0.2139666316
899	0.2138999294
900	0.2138440948
901	0.2138006496
902	0.2137358534
903	0.2136924619
904	0.21362217
905	0.2135938829
906	0.2135405287
907	0.2134950523
908	0.2134243132
909	0.2133686307
910	0.2133038465
911	0.2132460819
912	0.2131715397
913	0.2130990822
914	0.2130162612
915	0.2129738231
916	0.2128759087
917	0.2127912975
918	0.2127318072
919	0.2126937089
920	0.2126496965
921	0.2125902757
922	0.2125134023
923	0.2124458907
924	0.2123762956
925	0.2123301836
926	0.2122854471
927	0.2122137948
928	0.2121376725
929	0.2121117311
930	0.2120618847
931	0.2119950929
932	0.2119578677
933	0.2118939476
934	0.2118269457
935	0.2117749423
936	0.2117191201
937	0.2116678395
938	0.2115275503
939	0.2114655881
940	0.2114184954
941	0.2113981244
942	0.2113140804
943	0.2112170531
944	0.2111182498
945	0.2110573483
946	0.2109769036
947	0.2109261314
948	0.2108857561
949	0.2108249556
950	0.2107540693
951	0.2107295516
952	0.2106639149
953	0.2106061988
954	0.2105565661
955	0.2104512312
956	0.210413739
957	0.2103279407
958	0.2101468278
959	0.2100733118
960	0.2100081976
961	0.2099643598
962	0.2099252529
963	0.2098884732
964	0.2098437438
965	0.2097663773
966	0.2096559478
967	0.209597039
968	0.2094518905
969	0.2093795393
970	0.2093382559
971	0.2092703746
972	0.2092300787
973	0.2091700912
974	0.2091192121
975	0.2090812867
976	0.2090112125
977	0.2089523198
978	0.2088853935
979	0.2088268845
980	0.2087774254
981	0.2087252123
982	0.2087161302
983	0.2086853277
984	0.208543793
985	0.2084820557
986	0.2084244664
987	0.2083680243
988	0.2083243498
989	0.2082662996
990	0.2082091127
991	0.2081275671
992	0.2080592169
993	0.2080020538
994	0.2079131518
995	0.2078188905
996	0.2078027957
997	0.2077584439
998	0.2076958925
999	0.2076567163
